"itemId","star","content","createTime"
1663007,5,"一口气在严选购买了九件T恤，只有这两件小蜘蛛尺码比较准，隔壁龙珠的真是大的大小的小，全部要换！",2018-08-19 10:33:50
1663007,5,"面料很舒服，也比较薄。做工不错。算是很好的电影周边商品。",2018-08-07 19:49:06
1663007,5,"好",2018-08-22 12:43:06
1663007,5,"大小刚好",2018-08-18 01:25:05
1663007,5,"东西不错",2018-08-11 18:33:01
1663007,5,"不错",2018-08-08 14:22:47
1663007,5,"质量很好，性价比高",2018-08-01 13:51:11
1663007,5,"非常满意",2018-07-31 23:42:17
1663007,5,"很有特色，穿上挺帅的",2018-07-22 21:31:03
1663007,5,"OK",2018-07-22 17:29:58
1663007,5,"一嘻嘻嘻嘻嘻嘻嘻嘻",2018-08-18 16:03:43
1663007,2,"衣服的面料太low了。衣服就领口的那种棉布料好点。为何不用领口那种棉料呢。衣服的面料还不如地摊那种棉料。严选要对的起严和选。",2018-08-09 00:10:33
