"itemId","star","content","createTime"
1170006,5,"一直在严选购买，家里的用品基本都在严选了，品质放心，物流配送快，能保证送货上门，很好！！！",2018-07-11 18:07:33
1170006,5,"太好吃了冻干苹果脆<U+0001F44D>没有油没有认何添加剂！干净卫生好吃<U+0001F60A><U+0001F44D><U+0001F44D><U+0001F44D>",2018-06-21 14:39:07
1170006,5,"特别的好吃！网易上的零食都特别好吃，买了一箱子，当天就没忍住吃掉了一半，墙裂推荐！",2018-04-12 10:29:38
1170006,5,"好吃，弟弟爱吃！",2018-08-22 18:49:34
1170006,5,"挺好吃的，品质也好",2018-08-14 18:52:31
1170006,5,"家里都是严选的东西啦，每种都买了好多包，活动太给力了<U+0001F60A>",2018-04-28 22:04:39
1170006,5,"一样的甜，其实没必要，希望出零添加的水果脆",2018-08-02 05:11:50
1170006,5,"",2018-07-30 15:47:50
1170006,5,"好吃！",2018-07-23 16:50:27
1170006,5,"",2018-07-17 19:12:59
1170006,5,"不错，凑单买的，口味挺好！",2018-07-16 12:41:10
1170006,5,"",2018-07-14 14:24:20
1170006,5,"苹果脆，我家小姑娘非常喜欢吃。本人也非常喜欢！",2018-07-07 14:04:59
1170006,5,"很好吃，脆脆甜甜的。很好",2018-06-24 09:50:44
1170006,5,"超好吃<U+0001F60B>",2018-06-19 11:40:03
1170006,5,"有点酸，但是脂肪含量少啊，嘴馋的时候吃着还是不错的！",2018-04-21 16:35:58
1170006,5,"酸酸甜甜的好吃",2018-06-11 14:13:32
1170006,5,"宝贝已经收到了，真的是物有所值非常的满意。发货速度也很快，包裹的严严实实没有任何破损。快递小哥送货速度快，总体来说是一次愉快的购物呀，下次有需要还会再来买买买！实物与描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，京东物流公司服务态度很好，运送速度很快，很满意的一次购物",2018-06-10 23:59:17
1170006,5,"好吃呢！",2018-05-27 09:26:10
1170006,5,"发货速度快，很酥脆，不过我觉得有点甜，其他人觉得正好。",2018-04-24 12:34:42
1170006,5,"不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错！",2018-05-06 00:29:58
1170006,5,"任挑9包99…很划算",2018-04-30 14:48:08
1170006,5,"一大箱子，种类很多，没尝，感觉质量很好，",2018-04-22 16:38:05
1170006,4,"发货速度快，东西挺多的，味道也不错。",2018-04-22 15:20:19
1170006,5,"苹果干，好好吃，宝宝吃不停口",2018-04-22 04:34:26
1170006,5,"口感不错，有点酸甜",2018-04-20 11:48:17
1170006,5,"节后储备零食，是很有必要的",2018-04-08 12:02:21
1170006,5,"酸酸甜甜的，小孩子挺喜欢的。",2018-04-01 22:37:21
1170006,5,"回购回购！酸酸甜甜好吃就是了！",2018-03-18 18:48:50
1170006,5,"很好！这个苹果片很适合毛孩子吃，脆脆的，无添加剂，小家伙每天两片，很喜欢。五星!",2018-08-13 11:27:56
1170006,5,"很好吃很好吃很好吃，重要的话说三遍！很脆，薄厚度和酸甜度合适，清清爽爽，家里必备零食！",2018-06-09 19:17:10
1170006,4,"好少的一袋，比我想象的要甜，脆脆的，不太酸，喜欢吃甜的可以购买",2017-11-24 19:01:00
1170006,5,"以前买过，非常好吃，严选的小食品，真心不错",2018-03-05 11:17:58
1170006,5,"很好吃，甜甜的脆脆的，买了多次了",2018-02-26 23:00:10
1170006,5,"",2018-03-08 21:37:46
1170006,5,"好吃！吃到有苹果的爽脆！",2018-06-05 08:38:47
1170006,5,"口感好,全家爱吃",2018-06-03 19:16:45
1170006,5,"爱严选爱三石红红火火过大年！",2018-02-18 01:39:59
1170006,5,"要中网易的毒了，买了一大堆",2018-02-12 09:56:46
1170006,5,"爱严选爱三石红红火火过大年！",2018-02-14 17:47:40
1170006,5,"",2018-02-09 22:32:41
1170006,5,"很好吃，这种宝宝很爱吃",2018-02-06 19:48:17
1170006,5,"好吃，酸酸甜甜，孩子很喜欢",2018-02-03 09:20:07
1170006,5,"吃来吃去，最喜欢冻干苹果脆，搞活动还会买。",2018-01-03 12:15:54
