"itemId","star","content","createTime"
1136008,5,"很好，用着舒服。",2018-06-17 09:56:08
1136008,5,"五星好评！这个包真是物超所值！才100多很好！后面竟然还有一个拉链口！包也很厚实",2018-06-02 21:00:30
1136008,5,"分层合理，材质好，手感好，有型。",2018-07-05 07:34:29
1136008,4,"包的质量没得说，接合部位都不错，就是本以为自己买了个灰色，结果是深灰！还不错！",2018-08-08 12:12:03
1136008,5,"简洁舒适",2018-05-20 11:40:56
1136008,5,"非常满意，严选的东西性价比超高，给孩子上学平时装电脑附带课本都没问题，特别实用",2018-08-21 10:24:49
1136008,5,"发货速度快，单独重量轻。多重口袋适合分布各种不同的随身用品，除了笔记本外可以再轻松放下一套晚春初秋季的外套。对于单男单女而言实用性强。",2018-04-26 11:49:57
1136008,5,"满足了一个少年对背包所有的想象(<U+2740><U+2579><U+25E1><U+2579>)<U+0001F618>，眼神确认过，就是它了。",2018-08-02 19:45:23
1136008,4,"质量不错，价格合理。和某宝上同类产品同质量相比，价格贵了一点点，严选的包装和快递要好，所又也值当。",2018-07-15 11:53:31
1136008,5,"这个材质我很喜欢，如果再配个同款的拉杆箱就完美了！笔记本电脑完全没问题，有功能分区足够用了",2018-06-10 21:01:33
1136008,5,"不能更赞，趁活动价买的，性价比超高，同事也买了，几乎变成办公室电脑包的标配了～",2018-04-21 10:15:42
1136008,5,"送给男朋友的，放14寸电脑刚好，背着也好看，可以把他的旧包扔啦！",2018-07-22 21:10:24
1136008,5,"买来送给朋友的生日礼物，她很喜欢，背着，很不错。伤悲女生背都好看。",2018-07-19 21:37:20
1136008,5,"买了凳子送的包，打开之后让我很感动。收获了一份满满的美好，一股淡淡的幸福的味道。谢谢严选",2018-04-11 18:28:32
1136008,5,"活动的价格很优惠，买来替换用了一年的小米背包，和同款的旅行包绝对是最佳拍档！",2018-03-29 13:26:26
1136008,5,"包包真的挺好，89简直太超值。拉链都是防水的，分层合理，行李箱挂带和隐藏口袋非常实用。",2018-03-28 18:49:48
1136008,5,"比想象中的要好的多，连挂牌的绳子都做得很好，可以挂在拉杆箱上。非常满意，谢谢严选。",2018-04-12 09:17:10
1136008,5,"这包说实话去专卖店买没个2.300买不到，做工精细用料实在，太爱了。大小刚好。",2018-04-11 10:17:13
1136008,5,"这个包包真心强推，好用，分层多，一不小心会有小惊喜，14寸的电脑刚好塞进，背起来软萌软萌的赶脚，很满意。",2018-06-30 11:11:51
1136008,5,"很不错，哥15寸的笔记本刚好能放进去，再大就不行了，做工扎实，希望耐用",2018-05-18 17:07:53
1136008,5,"非常赞哦 但色泽比图片俺太多 这款包包很不错总体来说 值得拥有购买",2018-04-04 07:48:31
1136008,5,"颜值挺高，内部功能布置的挺合理，非常不错，就是感觉对我来说有点大，总体来说严选质量还是很不错的",2018-05-14 15:41:28
1136008,5,"这个包真的超棒！储物空间多，口袋多，放笔记本防震，质量好，还有防盗口袋，图为跟A4对比的大小",2018-03-15 11:32:37
1136008,5,"空间很大，可以当作书包背着也可以作电脑包提着，质量也很好",2018-05-21 16:12:35
1136008,5,"下单后就降了30元，不开心。收到后不过质量很好，希望老公喜欢。",2018-04-13 13:13:20
1136008,5,"第一次在严选买东西，打开来我真的惊呆了！这比我在首富家比这高的价格买的包好太多了！秒粉！",2018-06-26 20:59:36
1136008,5,"包很耐看，现在上下班通勤",2018-08-17 18:34:35
1136008,5,"背包实物和店里的一样，三层，也不重，好评",2018-08-12 10:59:55
1136008,5,"物流快，包装精美，货品质量上乘，结实，容量大，舒适，美丽，让我爱不释手，感谢网易严选！",2018-06-15 09:44:35
1136008,5,"质量可以，快递还行",2018-08-11 15:06:58
1136008,5,"包包很不错，非常喜欢！",2018-08-10 12:16:40
