"itemId","star","content","createTime"
1313006,5,"伞很大，也很结实哦  下大雨也不怕啦",2018-07-01 19:27:59
1313006,5,"很不错，很大，就是这样的颜色加一个伞套会更好！",2018-06-01 12:11:27
1313006,5,"朋友过生日买给她的生日礼物，她敲喜欢！朋友和她爸爸是阴阳师的真爱粉，送这个再合适不过了，以下是朋友的返图。质量没得说，只不过南方艳阳高照，还没等到下雨的时候用上。",2018-06-16 09:40:52
1313006,5,"收到啦，虽然有点小波折，但是完全不影响我对神乐伞的热爱，质量好好！！！超好看的，刚收到就来写评论了",2017-08-23 13:16:41
1313006,5,"很大很厚也很美！惦记很久，终于出手了，接下来就是盼望下雨了<U+2614><U+FE0F>",2018-08-19 15:14:32
1313006,5,"很棒，超级喜欢嘿嘿",2017-11-25 15:06:30
1313006,5,"包装不错，真的是很大，很大，虽然评论里有提到，但是。。。这么爱你都不给我激活码o(╥﹏╥)o不知道啥时候用好了，可以装下三个小女生，但谁扛着伞是个问题",2017-11-21 17:07:43
1313006,5,"爱死了",2017-11-20 11:59:03
1313006,5,"好看的不要不要的，特别喜欢，与游戏无关。",2017-10-16 18:55:37
1313006,5,"很大貌似质量很好",2018-08-19 11:18:41
1313006,5,"伞很大，质感很好",2018-08-11 23:28:17
1313006,5,"很好，情怀",2018-08-08 12:28:32
1313006,5,"非常好看~一直想要这把伞，世界果然是爱我的~",2018-07-02 08:55:27
1313006,5,"朋友很喜欢，质量很好",2018-07-25 15:11:52
1313006,5,"送给同事当礼物的，这种生活用品型周边请再多出一点，选礼物的圣地",2018-04-22 04:33:34
1313006,5,"好评",2018-07-06 00:39:06
1313006,5,"三挺不错的，非常好。",2018-07-05 21:10:00
1313006,5,"伞挺大的",2018-07-04 22:39:36
1313006,5,"还好",2018-07-01 19:56:56
1313006,5,"很大",2018-06-24 19:24:42
1313006,5,"用料较足，双层线缝紧，伞柄手感好",2018-06-18 16:46:10
1313006,5,"伞很漂亮 也很实用",2018-06-13 09:58:45
1313006,5,"很不错",2018-04-26 11:06:52
1313006,5,"挺大的，也好看",2018-04-25 07:42:47
1313006,5,"6666666666",2018-04-21 09:30:14
1313006,5,"收到了很开心",2018-04-04 10:32:35
1313006,5,"手柄握着很舒服，刚打开时有些许味道，很大，不重，下暴雨不怕啦",2018-07-07 11:09:09
1313006,5,"好评",2018-03-28 18:53:16
1313006,5,"伞好大 不是折叠伞<U+0001F302> 很漂亮",2018-03-21 18:35:13
1313006,5,"挺好的",2018-03-13 09:29:42
1313006,5,"很喜欢，第二次买",2018-03-06 21:02:36
1313006,5,"都很喜欢 质量很好 有品质",2018-02-11 11:58:23
1313006,5,"不错",2018-02-01 14:27:05
1313006,5,"goodgoodgood",2018-01-10 16:01:33
1313006,5,"比想象中要重一点",2018-01-04 13:28:31
1313006,5,"好",2017-12-30 23:26:55
1313006,5,"很喜欢了！",2017-12-18 18:49:25
1313006,5,"伞很大.很喜欢",2017-12-08 12:42:55
1313006,5,"不错，颜色好看，很高大上",2017-11-15 15:32:04
1313006,5,"好，女儿喜欢",2017-11-10 10:12:14
1313006,5,"很大，而且里面有银色涂层，应该也防晒，虽然邮寄过来有点慢，北京的雨已经停了",2018-07-26 14:45:44
1313006,5,"挺大的的",2017-10-09 10:40:29
1313006,5,"伞很大，不错！",2017-09-10 20:44:16
1313006,5,"帮朋友买的，确实不错",2017-09-04 14:39:26
1313006,5,"质量很好，很大",2017-08-26 17:06:18
1313006,5,"很漂亮 也够大",2017-08-25 16:41:30
1313006,5,"非常漂亮的伞，够大可以容纳2-3人",2017-09-08 22:52:08
1313006,5,"外包装有破损，但是问题不算很大，颜色比我想象中的深一点，伞真的很大，可以盛下我们寝室六个人",2018-03-07 13:36:58
1313006,2,"二手易……都还有上次发货的用户的运单信息……",2018-04-26 19:27:31
1313006,5,"有点后悔了~~~~这算充值么",2017-12-18 15:27:49
